source,target,original_relation,normalized_relation,PubMedID
axitinib,diarrhea,drug associated with AE,drug associated with AE,33947608
axitinib,fatigue,drug associated with AE,drug associated with AE,33947608
axitinib,hypertension,drug associated with AE,drug associated with AE,33947608
axitinib,nausea,drug associated with AE,drug associated with AE,33947608
axitinib,palmarplantar erythrodysesthesia syndrome,drug associated with AE,drug associated with AE,33947608
differentiation syndrome,acute promyelocytic leukaemia,may occur in,adverse event occurs in,33947461
differentiation syndrome,inflammatory response syndrome,may lead to,anteriorly connected to,33947461
lung nodule,groundglass opacity,represent,represent,33947461
acute promyelocytic leukaemia,alltrans retinoic acid,treated with drug,treated with drug,33947461
acute promyelocytic leukaemia,arsenic trioxide,treated with drug,treated with drug,33947461
total leukocyte count,differentiation syndrome,associated with,drug associated with AE,33947461
Indian girl,acute promyelocytic leukaemia,diagnosed with,drug associated with AE,33947461
Indian girl,chemotherapy regimen,undergoing,undergoing,33947461
Indian girl,respiratory distress,investigation of,bearer of,33947461
Indian girl,dexamethasone,started on,started on,33947461
Indian girl,ventilatory support,given,given,33947461
computed tomography,lung nodule,revealed,revealed,33947461
computed tomography,groundglass opacity,revealed,revealed,33947461
computed tomography,multiple lung nodule,revealed,revealed,33947461
computed tomography,differential diagnosis,included,included,33947461
computed tomography,pulmonary hemorrhage,included in differential diagnosis of,adverse event occurs in,33947461
chemotherapy,drug resistance,reason for,reason for,33946916
cancer,drug resistance,reason for,reason for,33946916
multitarget chemotherapy,hybrid drug,possible treatment approach,possible treatment approach,33946916
drug interaction,pharmacokinetic profile,impact on,impact on,33946916
hybrid drug,signaling network,targeting,targeting,33946916
hybrid drug,cancer cell proliferation,modulating,modulating,33946916
hybrid drug,pharmacokinetic profile,simpler profile to,connected to,33946916
hybrid drug,drug development,facilitating,facilitating,33946916
hybrid drug,patient compliance,enhancing,enhancing,33946916
hybrid drug,adverse reaction,reducing occurrence of,bearer of,33946916
hybrid drug,toxicity,reducing occurrence of,bearer of,33946916
Trastuzumab deruxtecan,Her2,drug associated with AE,drug associated with AE,33946310
Trastuzumab deruxtecan,Breast cancer,may_treat,may_treat,33946310
Trastuzumab deruxtecan,Gastric cancer,may_treat,may_treat,33946310
Trastuzumab deruxtecan,Nonsmall cell lung cancer (NSCLC),may_treat,may_treat,33946310
Trastuzumab deruxtecan,Colorectal cancer,may_treat,may_treat,33946310
Fluorouracil,Docetaxel,treated with drug,treated with drug,33945215
Fluorouracil,Cisplatin,treated with drug,treated with drug,33945215
Docetaxel,Cisplatin,treated with drug,treated with drug,33945215
Nasopharyngeal carcinoma,Fluorouracil,may_treat,may_treat,33945215
Nasopharyngeal carcinoma,Docetaxel,may_treat,may_treat,33945215
Nasopharyngeal carcinoma,Cisplatin,may_treat,may_treat,33945215
nanozymes,manganese dioxide nanoparticles,composed primarily of,composed primarily of,33942817
paclitaxel,liposome,loaded with,treated with drug,33942817
chlorin e6,liposome,loaded with,treated with drug,33942817
manganese dioxide nanoparticles,oxygen,produces,produces,33942817
oxygen,chemoresistance,relieved,relieved,33942817
manganese dioxide nanoparticles,contrast agent,develops_into,develops_into,33942817
contrast agent,magnetic resonance imaging,realizes,realizes,33942817
manganese dioxide nanoparticles,chemotherapy,may_treat,may_treat,33942817
chlorin e6,photodynamic therapy,may_treat,may_treat,33942817
liposome,bearing tumor mouse,surrounds,surrounds,33942817
atezolizumab,nonsmall cell lung cancer,may_treat,may_treat,33941055
nivolumab,metastasis,may_treat,may_treat,33941055
pembrolizumab,metastasis,may_treat,may_treat,33941055
nivolumab,vitiligo,drug associated with AE,drug associated with AE,33941055
pembrolizumab,vitiligo,drug associated with AE,drug associated with AE,33941055
overall survival,metastasis,adverse event outcome,adverse event outcome,33941055
progression free survival,metastasis,adverse event outcome,adverse event outcome,33941055
pregnancy associated breast cancer,breast cancer,has disease,has disease,33939895
patient,tumour,has part,has part,33939895
patient,maternal outcome,has part,has part,33939895
institutional electronic database,case series,source,source,33939895
tertiary institution,patient,located_in,located_in,33939895
patient,treatment plan,has part,has part,33939895
patient,systemic chemotherapy,treated with drug,treated with drug,33939895
patient,delivery,realized in,realized in,33939895
patient,adverse effect,adverse event occurs in,adverse event occurs in,33939895
delivery,complication,may prevent,may_prevent,33939895
blue dye,patient,drug associated with AE in adult,drug associated with AE in adult,33939895
unborn child,pregnancy associated breast cancer,may prevent,may_prevent,33939895
multidisciplinary approach,pregnancy associated breast cancer,may_treat,may_treat,33939895
argininelysine,radiolabeled somatostatin analog,coinfused with,drug associated with AE,33939662
commercial aa formulation,177ludotatyroctreotate dotatate,used in association with,drug associated with AE in adolescent,33939662
commercial aa formulation,earlyaccess program,used in,adverse event occurs in,33939662
earlyaccess program,larginine llysine,transitioned to,anteriorly connected to,33939662
nauseavomiting,argininelysine,compared with,drug associated with AE,33939662
eap patient,clinisol,received,received,33939662
infusion-related reaction,argininelysine,occurred in,adverse event occurs in,33939662
infusion duration,argininelysine,were substantially shorter in,drug AE occurs in,33939662
Systemic antineoplastic agent,Obese adult with cancer,may_treat,may_treat,33939491
Obese adult with cancer,Chemotherapy,may_treat,may_treat,33939491
Obese adult with cancer,Immunotherapy,may_treat,may_treat,33939491
Obese adult with cancer,Targeted therapy,may_treat,may_treat,33939491
idh1,acute myeloid leukemia,occurs in,occurs in,33939107
idh2,acute myeloid leukemia,occurs in,occurs in,33939107
idh1,ivosidenib,drug associated with AE,drug associated with AE,33939107
idh2,enasidenib,drug associated with AE,drug associated with AE,33939107
idh1,differentiation syndrome,induces,induces,33939107
idh2,differentiation syndrome,induces,induces,33939107
hypomethylating agent,ivosidenib,may_treat,may_treat,33939107
hypomethylating agent,idh2,may_treat,may_treat,33939107
idh1,venetoclax,may_treat,may_treat,33939107
volumetric modulated arc therapy,3d conformal radiotherapy,compared to,anteriorly connected to,33938967
volumetric modulated arc therapy,late toxicity,reduced,reduced,33938967
volumetric modulated arc therapy,urinary toxicity,associated with increased risk of,treated with drug,33938967
volumetric modulated arc therapy,small bowel toxicity,reduced,reduced,33938967
body mass index,late toxicity,associated with increased,associated with increased,33938967
acute toxicity,late toxicity,associated with increased,associated with increased,33938967
chemotherapy,nonhodgkin lymphoma,may_treat,may_treat,33938097
chemotherapy,hemodialysis,occurs in patient treated with drug,occurs in patient treated with drug,33938097
drug,kidney,located_in,located_in,33938097
drug,hemodialysis,occurs in,occurs in,33938097
metabolite,parent drug,develops_from,develops_from,33938097
chemotherapeutics,hemodialysis,may_treat,may_treat,33938097
immune checkpoint inhibitor,cardiovascular toxicity,adverse event associated with drug,drug associated with AE,33937956
immune checkpoint inhibitor,myocarditis,adverse event associated with drug,drug associated with AE,33937956
immune checkpoint inhibitor,stress cardiomyopathy,adverse event associated with drug,drug associated with AE,33937956
immune checkpoint inhibitor,pericardial disease,adverse event associated with drug,drug associated with AE,33937956
immune checkpoint inhibitor,atherosclerosis,adverse event associated with drug,drug associated with AE,33937956
corticosteroid,myocarditis,treatment for,treatment for,33937956
immune checkpoint inhibitor therapy,thymic epithelial tumor,may_treat,may_treat,33936037
thymic epithelial tumor,metastatic thymoma,develops_into,develops_into,33936037
metastatic thymoma,antiprogrammed cell death protein 1 pd1 antibody pembrolizumab,treated with drug,treated with drug,33936037
antiprogrammed cell death protein 1 pd1 antibody pembrolizumab,liver dysfunction,drug AE occurs in,drug AE occurs in,33936037
antiprogrammed cell death protein 1 pd1 antibody pembrolizumab,kidney dysfunction,drug AE occurs in,drug AE occurs in,33936037
antiprogrammed cell death protein 1 pd1 antibody pembrolizumab,hypothyroidism,drug AE occurs in,drug AE occurs in,33936037
antiprogrammed cell death protein 1 pd1 antibody pembrolizumab,myocarditis,drug AE occurs in,drug AE occurs in,33936037
antiprogrammed cell death protein 1 pd1 antibody pembrolizumab,tumor remission,may_treat,may_treat,33936037
chemotherapy,cardiovascular toxicity,adverse event occurs in,adverse event occurs in,33934611
novel targeted cancer therapy,cardiooncology,example of usage,example of usage,33934611
cardiovascular toxicity,heart failure,adverse event occurs in,adverse event occurs in,33934611
cardiovascular toxicity,arrhythmia,adverse event occurs in,adverse event occurs in,33934611
cardiovascular toxicity,myocarditis,adverse event occurs in,adverse event occurs in,33934611
cardiovascular toxicity,vascular event,adverse event occurs in,adverse event occurs in,33934611
cancer therapy,cardiovascular disease,connected to,connected to,33934611
genetic and environmental risk factors,cardiovascular disease,connected to,connected to,33934611
preclinical cardiovascular model,biomarkers,realizes,realizes,33934611
preclinical cardiovascular model,cardioprotective therapy,realizes,realizes,33934611
novel targeted cancer therapy,pathway,connected to,connected to,33934611
pathway,cardiovascular homeostasis,connected to,connected to,33934611
mechanistic understanding,cardiovascular disease,connected to,connected to,33934611
scientific statement,preclinical cardiovascular model,has part,has part,33934611
immune-based therapy,cardiovascular sequela,adverse event occurs in,adverse event occurs in,33934609
immune therapy,novel drugs,treated with drug,treated with drug,33934609
novel drugs,cardiovascular toxicity,adverse event occurs in,adverse event occurs in,33934609
immune therapy,immune system dysregulation,induces,induces,33934609
immune therapy,mechanism of immune activation,produces,produces,33934609
mechanism of immune activation,cardiovascular toxicity,realizes,realizes,33934609
mechanism of immune activation,cytokine production,produces,produces,33934609
bortezomib,peripheral neuropathy,drug associated with AE,drug associated with AE,33934417
bortezomib,multiple myeloma,may_treat,may_treat,33934417
melphalan,multiple myeloma,may_treat,may_treat,33934417
prednisone,multiple myeloma,may_treat,may_treat,33934417
VMP,multiple myeloma,may_treat,may_treat,33934417
patient,cycle,receives treatment in,drug associated with AE in adolescent,33934417
patient,progression-free survival,outcome of,adverse event outcome,33934417
patient,overall survival,outcome of,adverse event outcome,33934417
kras mutation,nonsquamous nonsmall cell lung cancer nsclc,may_diagnose,may_diagnose,33933896
therapy targeting the rasmekerk pathway,mekinhibitor binimetinib,may_treat,may_treat,33933896
mekinhibitor binimetinib,cisplatin,treated with drug,treated with drug,33933896
cisplatin,pemetrexed,treated with drug,treated with drug,33933896
